epoch,train_loss,val_rmse,val_pearson_r,val_kendall_tau
0,0.03731580484997143,1.3928105582277348,0.2969499036163812,0.3297371188539394
1,0.03140634027394382,2.553477347987779,0.40206946304112495,0.3752181007648276
2,0.034010612829165024,2.38891431720615,0.4389270393450954,0.44343957363115993
3,0.026587638665329327,2.2633289574191187,0.4095994569801176,0.4206990826757158
4,0.03076574138619683,1.587366869269959,0.40070423052566234,0.44343957363115993
5,0.026698906313289295,1.2563268234938796,0.3232432561260419,0.35247760980938353
6,0.026715499433604153,1.302201401634792,0.23981033093799048,0.30699662789849536
7,0.02428421445868232,1.3930689340190126,0.23177461289693363,0.2615156459876071
8,0.02612851323051886,1.2899506893094268,0.418406117936555,0.3979585917202717
9,0.024567434056238693,1.3253658273149393,0.4416277128424457,0.4206990826757158
10,0.02608749880032106,1.461134292229929,0.42658932699318336,0.3297371188539394
11,0.02151050621812994,1.4257605260871142,0.4591100085302565,0.3752181007648276
12,0.021350941197438675,1.3258274450098502,0.40415430413377285,0.3979585917202717
13,0.019343541088429363,2.099218441081279,0.36051975324751,0.44343957363115993
14,0.01916971362449906,2.1929786263062825,0.18792861297542923,0.30699662789849536
15,0.01819124072790146,1.5890487430889715,0.279898968397366,0.3297371188539394
16,0.018278852782466194,1.2570872081740647,0.31329241340666775,0.3752181007648276
17,0.014631403440778906,1.2333250917498932,0.3614561068623878,0.44343957363115993
18,0.015939239412546158,1.790484764692439,0.38625775486541336,0.4206990826757158
19,0.015462572601708498,2.9353912996755533,0.2856677874629157,0.4206990826757158
20,0.013669529083100233,1.694312147495788,0.3468864826835395,0.30699662789849536
21,0.014282415197654203,1.8429293589804887,0.15266208702376047,0.14781319121038664
22,0.013945671983740547,3.021310697383788,0.058655816638289435,0.034110736433166144
23,0.016832935877821663,1.4871824898690178,-0.014340746726223208,0.10233220929949845
24,0.012439531697468325,1.8149310007658541,0.28751658578183203,0.44343957363115993
25,0.014556584033099089,2.4640956369386844,0.32586562166301114,0.4206990826757158
26,0.01316673985936425,1.7739487706643122,0.15712872133286854,0.21603466407671895
27,0.016304471614685925,1.815788389661974,0.10197272996615316,0.19329417312127484
28,0.011195309121500362,2.6506085947047353,0.22540866979388793,0.35247760980938353
29,0.020792465995658527,2.856163671234685,0.12943848084491505,0.28425613694305124
30,0.012247523800893263,1.8929353286679558,0.35242027410850796,0.4206990826757158
31,0.009905615482817997,1.7989955152955692,0.3611551340555813,0.4206990826757158
32,0.012017247859727253,1.2751389431758238,0.3416007880045895,0.48892055554204805
33,0.012275481088594957,1.8107119039881403,0.22044717323863938,0.23877515503216304
34,0.01379425518892028,1.540560420472729,0.08318392681439904,0.14781319121038664
35,0.010737325996160507,1.8962443517908665,0.19165514359203797,0.35247760980938353
36,0.01084231585264206,1.5339620582908087,0.41625927849641753,0.4206990826757158
