epoch,train_loss,val_rmse,val_pearson_r,val_kendall_tau
0,0.03782426479250886,2.4864315420085554,0.36799177331350846,0.24053511772118194
1,0.030478909265163334,2.433832996111222,0.35630008601119706,0.18708286933869708
2,0.03132087685341059,2.9301535966947,0.26375908823656563,0.222717701593687
3,0.029705803754717805,1.8798902840967622,0.19657894326141004,0.16926545321120212
4,0.027331647484801536,1.3596772050797843,0.15239333817898618,0.11581320482871724
5,0.029551897631135096,1.3834127371514169,0.10375352552532048,0.11581320482871724
6,0.02592681313669959,1.535104728230022,0.16856659183557182,0.09799578870122226
7,0.023968259955561438,1.5646542304574664,0.2839542974769089,0.20490028546619202
8,0.021651063201039336,1.848992305174861,0.25055624881671174,0.1336306209562122
9,0.02265564577524052,1.4910515175276167,0.2855398191695377,0.18708286933869708
10,0.02002665261889613,1.5307036709899904,0.2918583826968173,0.15144803708370716
11,0.019498185016388118,1.4260283533474991,0.3818228605555406,0.15144803708370716
12,0.0214893686216931,1.2394209340894824,0.4587744548343436,0.222717701593687
13,0.015720988775408545,1.2091940109128645,0.4441766290790711,0.2939873661036668
14,0.016644381853037103,1.2927606891031875,0.47237043962063996,0.2761699499761719
15,0.016610914884611618,1.2060270667871351,0.43841378783898466,0.2583525338486769
16,0.01685906634774319,1.9706445670608148,0.4553564060396758,0.2939873661036668
17,0.017013709905535676,0.9605921394703376,0.70061968950537,0.5612486080160912
18,0.01609604823034863,1.879124059098541,0.6040373468027622,0.4899789435061114
19,0.016584383886913922,2.957453278084989,0.43720176034623304,0.3652570306136466
20,0.013199108631111855,2.760408002777297,0.48594208602017186,0.4008918628686366
21,0.013535953191823737,1.9419535756142676,0.5593101318273324,0.4008918628686366
22,0.013341155163077422,1.2353215371100181,0.5283789713729037,0.3118047822311618
23,0.014259027533752973,1.3163037588543527,0.5411016161816753,0.3830744467411416
24,0.015086604412211928,1.7746107332612635,0.35966372871948116,0.222717701593687
25,0.012885719191196352,2.3697074686297013,0.45554033278983325,0.3652570306136466
26,0.013019391963648241,1.49080129165927,0.6842086242445493,0.5077963596336064
27,0.011873951138452042,1.056951800200649,0.6569203174829572,0.5256137757611014
28,0.011334228654240453,1.2509627485539454,0.7205580071759008,0.5790660241435862
29,0.010431869431983593,0.9590636840918866,0.7167456262166898,0.5968834402710812
